CASE_ID	COUPLE_N	INT_LBL	SAMP_ID1	SAMP_ID2	SAMP_ID3	SAMP_ID4	IW_N	MONTH	DAY	LENGTH1	M_STATUS	TYPE	SLF_R1	SLF_R2	SLF_R3	SLF_R4	SLF_R5	SLF_R6	SLF_R7	SLF_R8	SLF_R9	SLF_R10	SLF_R11	SLF_R12	SLF_R13	SLF_IR1	SLF_IR2	SLF_IR3	SLF_IR4	SLF_IR5	SLF_IR6	SLF_IR7	SLF_IR8	SLF_IR9	SLF_IR10	SLF_IR11	SLF_IR12	SLF_IR13	SLF_RKR1	SLF_RKR2	SLF_RKR3	DEPRESS1	DEPRESS2	DEPRESS3	DEPRESS4	CHOICE	OWNWAY	PSC1	PT1	PSC2	PSC3	PT2	PSC4	PT3	PT4	REL_THK1	REL_THK2	REL_THK3	REL_THK4	ATTACH1	ATTACH2	ATTACH3	ATTACH4	ATTACH5	ATTACH6	ATTACH7	ATTACH8	LIFESAT	LEISURE1	LEISURE2	LEISURE3	LEISURE4	HAPPY_R	SLF_P1	SLF_P2	SLF_P3	SLF_P4	SLF_P5	SLF_P6	SLF_P7	SLF_P8	SLF_P9	SLF_P10	SLF_P11	SLF_P12	SLF_P13	SLF_IP1	SLF_IP2	SLF_IP3	SLF_IP4	SLF_IP5	SLF_IP6	SLF_IP7	SLF_IP8	SLF_IP9	SLF_IP10	SLF_IP11	SLF_IP12	SLF_IP13	PREDICT1	PREDICT2	PREDICT3	PRTNRQ1	MET_MO	MET_YR	MET_LOC	INVOL_MO	INVOL_YR	M_STAT1	PLAN_MO	PLAN_YR	MAR_MO	MAR_YR	P_LVE	P_LVE_WK	P_LVE_MO	P_LVE_YR	CURR_LVE	EVER_LVE	LVE_WK	LVE_MO	LVE_YR	PLAN_MAR	PASTREL	PASTRELN	THNK_FQ1	THNK_FQ2	REL_SIM	COMM_R1	COMM_R2	COMM_R3	COMM_R4	COMM_R5	COMM_R6	COMM_R7	CATE_RT1	CATE_RT2	CATE_RT3	CATE_RT4	CATE_RT5	CATE_RT6	CATE_RT7	CATE_RT8	CATE_RT9	REL_DIFF	CTWOSEP1	CTWOSEP2	CTWOSEP3	SAY_QNT	HAPPYREL	PRTNRQL2	PRTNRQL3	EQ_STB1	EQ_STB2	EQ_STB3	EQ_STB4	EQ_STB5	EQ_STB6	RELSAT	RELCONT1	RELCONT2	EQ_STB7	EQ_STB8	CON_CHK1	CON_TFM1	CON_TFM2	CON_CHK2	CON_TFM3	CON_TFM4	CON_CHK3	CON_REL1	CON_REL2	CON_TFM5	CON_TFM6	TLK_FQ1	TLK_FQ2	TLK_INI	TLK_DSFQ	TLK_PRB1	TLK_PRB2	TLK_PRB3	MAIN_TP1	MAIN_TP2	MAIN_TP3	MAIN_TP4	MAIN_TP5	MAIN_TP6	RLFEEL1	RLFEEL2	RLFEEL3	RLFEEL4	RLFEEL5	RLFEEL6	RLFEEL7	RLFEEL8	RLFEEL9	RLFEEL10	RLCMPL1	RLCMPL2	RLCMPL3	RLCMPL4	RLCMPL5	RLCMPL6	RLCMPL7	RLCMPL8	RLCMPL9	RLCMPL10	MUTUAL1	MUTUAL2	MUTUAL3	MUTUAL4	MUTUAL5	MUTUAL6	MUTUAL7	MUTUAL8	TLK_IMP1	TLK_IMP2	TLK_IMP3	TLK_IMP4	TLK_IMP5	TLK_IMP6	DSAGREE1	DSAGREE2	DSAGREE3	DSAGREE4	DSAGREE5	HOBBY	M_STAT2	HHTSKA1	HHTSKA2	HHTSKA3	HHTSKA4	HHTSKA5	HHTSKA6	HHTSKA7	HHTSKA8	HHTSKA9	HHTSKA10	HHTSKA11	OWN_RENT	FAMILY1	FAMILY2	FAMILY3	FAMILY4	FAMILY5	FAMILY6	FRIEND1	FRIEND2	FRIEND3	FRIEND4	FRIEND5	FRIEND6	FRIEND7	FRIEND8	FRIEND9	FRIEND10	SUPP_C1	SUPP_P1	SUPP_A1	SUPP_O1	SUPP_F1	SUPP_W1	SUPP_N1	SUPP_C2	SUPP_P2	SUPP_A2	SUPP_O2	SUPP_F2	SUPP_W2	SUPP_N2	SUPP_C3	SUPP_P3	SUPP_A3	SUPP_O3	SUPP_F3	SUPP_W3	SUPP_N3	SUPP_C4	SUPP_P4	SUPP_A4	SUPP_O4	SUPP_F4	SUPP_W4	SUPP_N4	SUPP_C5	SUPP_P5	SUPP_A5	SUPP_O5	SUPP_F5	SUPP_W5	SUPP_N5	SUPP_C6	SUPP_P6	SUPP_A6	SUPP_O6	SUPP_F6	SUPP_W6	SUPP_N6	SUPP_C7	SUPP_P7	SUPP_A7	SUPP_O7	SUPP_F7	SUPP_W7	SUPP_N7	SUPP_C8	SUPP_P8	SUPP_A8	SUPP_O8	SUPP_F8	SUPP_W8	SUPP_N8	CH_LVE1	CH_LVE2	CH_LVE3	CH_LVE4	CH_LVE5	CH_RLQL1	CH_RLQL2	CH_CARE	CHNLVE1	CHNLVE2	CHNLVE3	CHNLVE4	CHNLVE5	CH_AGE	SEENLVE1	SEENLVE2	CH_RLQL3	CH_RLQL4	CH_FIN	CH_CHK	CH_PLAN	RL_INTF1	RL_INTF2	RL_INTF3	RL_INTF4	RL_INTF5	RL_INTF6	MAR_IR1	MAR_IR2	MAR_IR3	MAR_IR4	MAR_IR5	MAR_IR6	MAR_IR7	MAR_IR8	MAR_IR9	MAR_IR10	MAR_IR11	MAR_IR12	MAR_IR13	MAR_RKR1	MAR_RKR2	MAR_RKR3	MAR_RKR4	MAR_RKR5	MAR_IP1	MAR_IP2	MAR_IP3	MAR_IP4	MAR_IP5	MAR_IP6	MAR_IP7	MAR_IP8	MAR_IP9	MAR_IP10	MAR_IP11	MAR_IP12	MAR_IP13	MAR_RKP1	MAR_RKP2	MAR_RKP3	MAR_RKP4	MAR_RKP5	ATTGEN1	ATTGEN2	ATTGEN3	ATTGEN4	ATTGEN5	ATTGEN6	ATTGEN7	M_STAT3	HHTSKI1	HHTSKI2	HHTSKI3	HHTSKI4	HHTSKI5	HHTSKI6	HHTSKI7	HHTSKI8	HHTSKI9	HHTSKI10	V1101	V1102	V1103	V1104	V1105	V1106	V1107	V1108	V1109	V1110	V1111	V1112	V1113	V1114	V1115	V1116	V1117	V1118	V1119	V1120	V1121	V1122	V1123	V1124	V1125	V1126	V1127	V1128	V1129	V1130	V1131	V1132	V1133	V1134	V1135	V1136	V1137	V1138	V1139	V1140	V1141	V1142	WK_STAT1	WK_STAT2	WK_STAT3	WK_STAT4	WK_STAT5	WK_STAT6	WK_STAT7	WK_STAT8	WK_PAY	WK_DSCR1	WK_DSCR2	WK_DSCR3	WK_DSCR4	WK_DSCR5	WK_DSCR6	WK_DSCR7	WK_DSCR8	WK_DSCR9	WK_DSCP1	WK_CHK	WK_DSCP2	WK_DSCP3	M_STAT4	WK_SYS1	WK_SYS2	HEALTH1	HEALTH2	HEALTH3	HEALTH4	HEALTH5	HEALTH6	HEALTH7	HEALTH8	HEALTH9	HEALTH10	HEALTH11	HEALTH12	BDAY_MO	BDAY_DY	BDAY_YR	ETHNIC5	ETHNIC6	ETHNIC7	ETHNIC8	ETH_CHK	CRTKR1	CRTKR2	CRTKR3	CRTKR4	CRTKR5	M_FIGURE	F_FIGURE	M_SIBS1	M_SIBS2	M_SIBS3	F_SIBS1	F_SIBS2	F_SIBS3	EDUC_R1	EDUC_R2	EDUC_R3	EDUC_MF	EDUC_FF	RELIG1	RELIG2	RELIG3	RELIG4	RELIG5	M_STAT5	INT_CHK	LVE_HH1	LVE_HH2	LVE_HH3	LVE_HH4	LVE_HH5	LVE_HH6	LVE_HH7	LVE_HH8	LVE_HH9	LVE_HH10	LVE_HH11	LVE_HH12	LVE_HH13	LVE_HH14	LVE_HH15	LVE_HH16	LVE_HH17	LVE_HH18	LVE_HH19	LVE_HH20	LVE_HH21	LVE_HH22	LVE_HH23	LVE_HH24	LVE_HH25	LVE_HH26	LVE_HH27	LVE_HH28	LVE_HH29	LVE_HH30	LVE_HH31	LVE_HH32	LVE_HH33	LVE_HH34	LVE_HH35	LVE_HH36	LVE_HH37	LVE_HH38	LVE_HH39	LVE_HH40	LVE_HH41	LVE_HH42	LVE_HH43	INCOME1	M_STAT6	INCOME2	INTCOMF1	INTCOMF2	INTCOMF3	INTCOMF4	POSTOB1	POSTOB2	POSTOB3	POSTOB4	POSTOB5	POSTOB6	POSTOB7	POSTOB8	POSTOB9	POSTOB10	POSTOB11	POSTOB12	POSTOB13	POSTOB14	POSTOB15	POSTOB16	POSTOB17	POSTOB18	POSTOB19	POSTOB20	POSTOB21	BIGHAPPY	HAPPY	DEPRESS	CONTROL	EQUITY	CMPETENT	COMMUNIC	ANXIETY	PS_RELAT	PS_SEX	NG_SEX	REL_TENS	R_AGE	PRODMN	MARTME	INVOLTME	MARLONG	INCOMEH2	HSDIP	COLLDIP	OCCUP	INDUSTRY	RELIGION	CHOWNHH	CHOWNNHH	CHILDHH	CHILDNHH	CHILDTOT	MARRGRP	R_V1531	R_V1536	ZV256	ZV261	ZR_V1531	ZR_V1536	ZV230	ZV231	ZV232	ZV233	ZV1230	ZV1235	ARELAT	ACOMPAN	AWORK	ORELATA	CRELPAFF	CRELWORR	FREQTT	EVALTT	ANX2	WB	BLAH	RCVSUP1	RCVSUP2	SAMP_ID	SEX	INCOME	INCOMEH1	WAVE	FAMILYID	DES_CNFL	RUL_IR1	RUL_IR2	RUL_IR3	RUL_IR4	RUL_IR5	RUL_IR6	RUL_IR7	RUL_IR8	RUL_IR9	RUL_IR10	RUL_IR11	RUL_IR12	RUL_IR13	RUL_IR14	RUL_IR15	RUL_IR16	RUL_RKR1	RUL_RKR2	RUL_AC1	RUL_AC2	RUL_AC3	RUL_AC4	RUL_AC5	RUL_AC6	RUL_AC7	RUL_AC8	RUL_AC9	RUL_AC10	RUL_AC11	RUL_AC12	RUL_AC13	RUL_AC14	RUL_AC15	RUL_AC16	RUL_AC17	RUL_AC18	RUL_AC19	RUL_AC20	RUL_AC21	RUL_AC22	RUL_AC23	RUL_AC24	RUL_AC25	RUL_AC26	RUL_AC27	RUL_AC28	RUL_AC29	CURFEEL1	CURFEEL2	CURFEEL3	CURFEEL4	CURFEEL5	CURFEEL6	DS_BHR1	DS_BHR2	DS_BHR3	DS_BHR4	DS_BHR5	DS_BHR6	DS_BHR7	DS_BHR8	DS_BHR9	DS_BHR10	DS_BHR11	DS_BHR12	DS_BHR13	DS_BHR14	DS_BHP1	DS_BHP2	DS_BHP3	DS_BHP4	DS_BHP5	DS_BHP6	DS_BHP7	DS_BHP8	DS_BHP9	DS_BHP10	DS_BHP11	DS_BHP12	DS_BHP13	DS_BHP14	DS_FEEL1	DS_FEEL2	DS_FEEL3	DS_FEEL4	DS_FEEL5	DS_FEEL6	NC_FEEL1	NC_FEEL2	NC_FEEL3	NC_FEEL4	NC_FEEL5	NC_FEEL6	RUL_IB1	RUL_IB2	RUL_IB3	RUL_IB4	RUL_IB5	RUL_IB6	RUL_IB7	RUL_IB8	RUL_IB9	RUL_IB10	RUL_IB11	RUL_IB12	RUL_IB13	RUL_IB14	RUL_IB15	RUL_IB16	RUL_RKB1	RUL_RKB2	DS_LAST	IRELAT	PRODREL	PRODRE2	PRVSFCN	COUPLE	JOB	PRODJOB	PRODCPL	PRODWOR	RECIP1	RECIP2	RECIP3	RECIP4	RECIP5	RECIP6	RECIP7	RECIP8	TOTRECIP	RECIPCAR	ID8W_WV1	IMRELAT	PRSFCN	RICIN	RCCIN	MATCH	LR1	RR1	SR1	HL	X	COMM_R1A	A	B	C	X2	X3	X4	SEX1
26	0	2085	1001	53	1	1	2	3	27	95	1	5	4	4	3	4	4	4	3	4	3	4	3	3	4	4	4	4	4	5	4	3	4	3	3	3	3	4	11	1	4	2	2	2	3	2	2	4	5	3	4	3	3	3	2	3	3	3	3	3	3	2	3	4	4	3	3	2	4	4	3	4	2	4	5	4	3	4	4	3	4	3	3	3	4	4	4	5	4	3	4	4	3	4	3	3	3	4	4	4	4	3	2	3	70	31	11	70	1	11	71	10	73	5	 	 	 	 	 	 	 	 	 	5	 	3	4	2	5	5	4	4	5	5	5	3	3	2	3	3	3	3	3	3	2	2	4	4	3	3	2	3	3	2	1	4	4	4	4	2	2	2	2	1	1	3	1	2	2	1	5	 	1	3	3	3	2	2	1	1	5	2	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	3	3	2	2	1	2	1	1	2	1	3	3	3	2	3	3	3	2	4	5	4	5	3	4	3	3	2	1	2	3	1	2	 	3	2	1	1	3	2	2	1	2	1	3	3	3	3	3	3	97	3	3	3	2	5	2	1	3	3	1	5	5	5	5	5	5	1	5	5	5	5	5	5	1	5	5	5	5	5	5	1	5	5	5	1	5	5	0	5	1	5	5	5	5	1	1	5	5	5	5	5	1	1	5	5	1	5	5	1	5	1	5	5	5	5	1	1	 	 	 	3	4	3	5	 	 	 	 	 	 	 	 	 	 	1	 	2	1	1	2	1	1	3	4	4	4	4	3	4	3	3	4	4	4	4	2	13	7	10	12	3	4	4	4	4	3	4	3	4	4	4	4	4	2	5	11	12	7	2	3	3	3	2	3	2	1	2	4	3	2	1	3	3	3	2	3	5	1	1	1	1	2	2	3	3	3	3	 	2	2	1	1	3	3	2	2	2	3	4	2	2	2	4	3	3	3	3	3	3	1	2	1	3	3	3	3	3	 	1	5	5	5	5	5	5	5	 	162	729	40000	6	40	3	2	5	 	1	 	2	3	1	4	4	5	3	2	1	2	2	2	1	1	2	1	1	11	5	51	336	0	0	1	 	1	 	 	 	 	 	 	96	 	 	1	1	 	14	 	1	12	12	51	5	1	3	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	1	8	3	5	5	 	5	 	 	 	1	 	 	 	 	 	 	2	1	2	3	3	5	2	1	0	0	.2173	.4365	2.25	2	2	.1767	2.6667	2	3.3333	3	2.5	2.5	43	.45	20	23	3	8	1	1	1	7	2	1	0	1	0	1	2	-2.25	-2	-.183653752712006	-.415751195717715	-.691819482599891	.446953799984452	.269877552847116	.0996274006605952	.339611233210704	1.21601284787956	-.481896093608845	-.256712517614592	3.5	3.66666666666667	3.5	3.66666666666667	3	2.75	3.25	3.5	2	-.0625	.197753403895756	4	5	10010531	1	50000	50000	1	10010531	1.25	3	3	3	4	4	3	2	3	2	3	3	3	3	2	3	3	4	5	2	2	1	2	3	3	3	3	3	1	2	3	2	2	2	2	1	2	2	3	3	2	2	1	2	2	2	2	2	1	1	3	2	2	1	2	4	2	2	2	2	4	4	4	4	3	4	2	4	2	4	2	2	2	2	4	4	4	4	2	4	2	4	3	3	2	2	1	1	2	2	2	2	2	2	3	3	3	4	4	3	2	2	2	3	3	3	4	2	3	3	 	 	97	4	12	1	3.5	4	3	.6612	.1566	.0863999999999998	1	1	1	1	0	1	1	1	4	5	10010531	4	 	1	1	1	1.6094379124341	.2	2.23606797749979	2.39789527279837	 	.833333333333333	1.83333333333333	.166666666666667	11	25	125	625	0
389	0	4195	1001	76	1	1	46	9	1	109	1	5	3	4	4	4	4	5	3	5	4	5	4	4	4	4	4	4	5	5	5	3	5	4	4	4	4	4	11	4	6	2	2	2	3	2	2	5	3	2	4	5	3	4	3	4	2	4	3	2	2	3	2	2	3	1	3	2	2	3	3	3	3	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	4	3	4	4	9	69	31	1	82	1	6	82	6	83	1	 	6	 	 	 	 	 	 	 	1	3	4	3	1	5	5	5	5	5	5	5	4	4	2	4	3	4	4	4	3	3	2	4	4	2	4	3	3	4	1	1	4	4	4	4	3	3	2	2	1	2	3	1	1	3	2	 	 	 	 	3	3	2	2	1	1	5	3	3	3	3	4	4	4	4	3	4	4	4	3	4	3	3	2	3	3	2	1	1	1	1	1	1	4	1	4	1	4	1	4	1	5	4	5	5	5	2	3	3	3	1	2	2	1	2	3	3	2	1	1	 	3	1	2	2	1	3	3	4	3	4	4	97	2	1	1	 	3	1	 	2	2	1	5	1	5	5	5	5	1	5	1	1	5	5	5	1	5	1	5	5	5	5	1	5	1	5	5	5	5	1	5	1	1	5	5	5	1	1	1	1	5	5	5	1	1	1	1	5	5	5	1	5	1	1	5	5	5	1	2	 	 	 	4	4	3	5	 	 	 	 	 	 	 	 	 	 	1	 	2	2	2	2	1	1	4	5	5	5	5	5	5	4	5	5	5	5	5	2	1	9	12	13	3	4	5	5	5	5	5	3	5	5	3	5	5	2	5	1	3	11	2	4	3	3	2	4	2	1	3	3	3	3	1	1	3	3	1	3	6	1	2	2	1	2	2	4	4	4	4	2	1	1	1	1	2	2	2	3	2	 	3	1	2	2	4	3	4	3	4	 	4	2	2	1	4	4	2	2	2	2	1	5	5	5	5	5	5	5	 	425	848	47000	6	40	3	2	1	10	1	 	1	4	1	1	3	4	2	2	3	2	1	1	1	1	3	1	1	1	26	53	336	0	0	1	 	1	 	 	 	 	 	 	2	 	2	2	 	1	14	 	1	8	6	51	5	1	3	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	1	9	4	5	5	 	5	 	 	 	1	 	 	 	 	 	 	4	5	 	3	4	5	3	1	0	0	.6959	.6685	2.25	3	2	.1767	3	2.5	3.8333	3	3	2	41	-.1	10	11	2	9	1	1	5	8	2	2	0	2	0	2	2	-2.25	-2.5	-.183653752712006	1.26821583231538	-.691819482599891	-.131809431630799	.269877552847116	.0996274006605952	.339611233210704	1.21601284787956	-.481896093608845	.695098509233357	4	4.33333333333333	4	4	4	3	3.25	4	1.8	.0625	.356388575037081	4	5	10010761	1	50000	70000	1	10010761	2.25	3	3	4	4	3	3	2	4	2	2	4	2	4	1	4	4	13	4	2	2	1	1	3	4	2	3	2	2	1	2	1	1	2	2	1	1	2	3	2	2	2	2	2	2	1	1	2	1	1	3	3	1	1	3	2	1	1	2	3	4	4	4	2	4	4	3	3	3	1	2	2	3	3	4	4	4	3	3	4	3	1	2	2	2	2	1	1	1	1	1	1	1	1	3	3	4	4	3	3	2	4	1	4	4	2	4	3	4	3	13	3	81	4.25	17	0	3.5	5	4	-.0587999999999999	.3066	-.0510999999999999	1	1	1	1	1	1	1	1	4	5	10010761	4.25	 	1	1	1	1.6094379124341	.2	2.23606797749979	2.39789527279837	 	.833333333333333	1.83333333333333	.166666666666667	11	25	125	625	0
371	0	4195	1001	104	1	1	44	8	29	115	3	5	5	3	5	5	5	3	5	5	5	3	5	5	5	5	4	5	5	5	5	3	5	5	5	5	5	5	11	6	9	1	1	1	1	2	2	3	2	4	3	5	4	5	5	5	1	5	4	1	2	5	1	2	3	1	5	2	2	4	1	3	2	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	4	7	90	13	4	92	2	 	 	 	 	 	 	 	 	5	5	 	 	 	1	1	1	5	5	1	5	5	5	5	5	5	5	3	4	4	4	2	3	3	3	3	2	2	5	5	2	4	4	2	4	1	2	4	4	4	4	3	3	2	2	1	1	3	1	1	3	1	5	 	1	3	4	4	2	2	1	1	5	4	4	3	1	4	4	4	4	4	3	3	3	3	3	3	4	1	3	3	1	1	1	1	1	1	1	4	1	4	1	4	1	4	1	5	5	5	5	5	2	2	3	1	1	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	4	4	4	4	1	4	97	3	4	3	1	4	3	1	2	3	1	5	1	5	5	5	5	1	5	1	5	5	5	5	1	5	1	5	1	5	5	1	5	1	5	5	5	5	1	5	1	5	1	5	5	1	5	1	5	5	5	5	1	1	1	1	1	1	5	1	1	1	1	1	5	5	5	 	 	 	 	 	 	 	5	 	 	 	 	 	 	 	 	 	 	2	1	2	1	1	1	1	1	5	5	5	5	5	3	5	3	5	5	3	5	5	12	13	9	2	5	3	5	5	4	5	3	5	5	5	5	3	5	5	13	5	2	12	3	1	4	3	3	2	2	2	2	3	3	3	3	1	3	3	3	3	3	5	1	1	1	1	2	2	2	2	2	1	 	2	2	1	1	4	4	2	2	1	1	4	2	2	2	4	4	1	1	1	1	3	1	2	1	1	1	1	1	1	 	1	5	5	5	5	5	5	5	 	363	718	 	 	70	4	1	5	 	1	 	2	3	2	 	 	3	2	4	3	3	2	3	1	1	3	1	1	9	14	66	336	0	0	1	 	1	 	 	 	 	 	 	2	 	2	1	1	 	12	1	 	12	12	90	1	 	2	3	2	 	6	1	1	26	22	2	55	21	1	58	31	1	33	44	2	16	44	2	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	5	3	5	5	 	5	 	 	 	1	 	 	 	 	 	 	3	5	 	2	4	1	3	1	1	1	.6959	.6685	1	3	2	.18	3.6667	3	3.1667	3.5	3	1	28	-.15	 	1	1	5	1	0	4	6	6	0	0	0	0	0	1	-1	-3	-.183653752712006	-.415751195717715	1.79585235676377	-.710572663246049	-1.36625511128853	-1.27807722561736	-1.0652762614387	-1.45314914020981	.483895662461994	.695098509233357	5	4.33333333333333	5	5	3.4	3	4.5	4.75	3	0	-.663960594476509	4	5	10011041	1	22500	22500	1	10011041	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	17	0	3.5	5	5	-.1548	-.1314	-.0510999999999999	1	1	0	1	1	1	1	1	3	4	10011041	5	 	1	1	1	1.6094379124341	.2	2.23606797749979	2.39789527279837	 	.833333333333333	1.83333333333333	.166666666666667	11	25	125	625	0
288	0	2085	1001	145	1	2	26	7	12	100	1	5	3	4	4	5	4	4	3	4	4	4	5	5	4	4	4	4	5	5	4	3	5	5	5	5	5	4	11	5	8	2	2	2	2	2	2	3	3	3	4	4	3	3	4	5	3	4	4	2	3	3	2	2	2	2	3	2	3	3	3	3	3	5	5	5	4	5	4	3	5	5	4	5	5	5	5	5	4	4	5	4	3	5	4	4	5	5	5	4	4	3	4	11	72	31	7	72	1	10	72	9	73	5	 	 	 	 	 	 	 	 	 	5	 	3	5	2	5	5	5	5	4	5	5	3	3	1	3	3	4	4	2	2	2	2	5	5	2	 	3	3	4	1	1	4	4	4	4	3	2	2	2	1	2	3	2	 	 	2	 	 	 	 	3	4	3	3	1	1	5	 	4	3	2	3	3	3	4	3	4	3	3	4	4	 	 	 	 	 	1	1	1	1	2	1	1	3	2	4	1	3	1	4	1	5	5	4	5	4	4	3	3	2	1	1	2	1	2	2	2	2	1	1	2	3	2	3	2	1	4	4	4	4	3	4	97	4	5	4	5	4	3	1	3	3	1	5	1	1	5	5	5	1	5	5	5	5	5	5	1	5	5	5	5	5	5	1	5	5	5	5	5	5	0	5	1	1	5	5	5	1	1	5	5	5	5	5	1	1	5	5	5	5	5	1	5	5	5	5	5	5	1	1	 	 	 	3	3	2	5	 	 	 	 	 	 	 	 	 	 	1	 	1	1	1	1	1	1	3	5	5	5	5	 	5	3	5	5	5	5	5	13	12	10	11	3	3	5	5	5	5	 	5	3	5	5	5	5	5	13	10	12	3	9	2	3	2	4	1	4	4	1	2	2	2	2	1	3	2	3	3	3	1	1	1	1	2	1	2	2	2	2	2	 	3	2	2	2	4	4	3	3	4	2	2	1	1	2	3	3	3	3	3	 	4	2	1	1	3	3	3	3	3	3	1	5	5	5	5	5	5	5	 	412	67	1000	2	75	4	2	5	 	2	1	 	 	1	1	3	5	 	1	1	1	1	1	1	1	1	1	1	3	15	44	301	303	0	2	 	1	 	 	 	 	 	 	4	 	4	2	 	2	12	1	 	 	8	12	5	1	3	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	1	7	4	5	5	 	5	 	 	 	1	 	 	 	 	 	 	2	5	 	2	3	1	2	1	0	1	.6635	.6211	2	2.5	2	.1767	3.5	1	3.6667	 	 	1	50	0	20	21	3	7	1	0	5	2	1	1	0	1	0	1	2	-2	-1	-.183653752712006	1.26821583231538	-.19428511472716	1.60448026321495	.269877552847116	.0996274006605952	.339611233210704	-.118568146165128	-1.44768784967968	-1.20852354446254	4.25	3.66666666666667	4.5	4	3.2	2.25	3.75	4.5	1	.5	-.344277225598156	4	5	10011451	1	35000	35000	1	10011451	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4.5	14.4	.4	3.25	4.5	4.5	-.1368	-.0874000000000001	-.1886	1	1	1	1	0	1	1	1	4	5	10011451	4.5	 	1	1	1	1.6094379124341	.2	2.23606797749979	2.39789527279837	 	.833333333333333	1.83333333333333	.166666666666667	11	25	125	625	0
